CVE,Patch_Commit,Alias/Evidence,Request,Confirmation,CNA,Update,Alias
CVE-2023-23925,https://github.com/switcherapi/switcher-client-js/commit/374752563d6ce9353ee592b40c809c8136f24930,,v,v,GitHub,,
CVE-2022-39987,https://github.com/RaspAP/raspap-webgui/commit/e87e7d1d3a61617430851f2a040379de1ff3dd9d,,v,v,GitHub Advisory,,
CVE-2022-39986,https://github.com/RaspAP/raspap-webgui/commit/1fabc481690e008279113e18d0642c5279e3b56e,,v,v,GitHub Advisory,,
CVE-2022-32175,https://github.com/AdguardTeam/AdGuardHome/commit/756b14a61de138889130c239406dae43f1f115cb,,v,v,Mend,,
CVE-2022-31814,https://github.com/pfsense/FreeBSD-ports/commit/071bdcf2d918c3e51cde11cf81fbd9b6f0379d7e,,v,v,MITRE,,
CVE-2022-31249,https://github.com/rancher/wrangler/commit/12397eec50155cb2d24aa70bdf9e90c5f3b9a727,,v,v,SUSE,,
CVE-2014-1639,,,,,,,
CVE-2014-1639,,,,,,,
CVE-2014-1934,,,,,,,
CVE-2014-1934,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2340,,,,,,,
CVE-2014-2527,,,,,,,
CVE-2014-2527,,,,,,,
CVE-2022-31249,https://github.com/rancher/wrangler/commit/341018c8fef3e12867c7cb2649bd2cecac75f287 ,,v,v,SUSE,,
CVE-2022-31249,https://github.com/rancher/wrangler/commit/5a387e13e8d51e3340d9e5012a1951f0cca5fc90,,v,v,SUSE,,
CVE-2014-3207,,,,,,,
CVE-2014-3207,,,,,,,
CVE-2022-31249,https://github.com/rancher/wrangler/commit/8649ecc062204f28764fd80157a621cbae89c9cf,,v,v,SUSE,,
CVE-2022-29450,https://github.com/oliverschloebe/admin-management-xtended/commit/f94732d222414f10ce015e95b5c7c9fba13a8a20,,v,v,,,
CVE-2022-28147,https://github.com/jenkinsci/ci-with-toad-edge-plugin/commit/2b65d62ebb71ec727097aa409c623f9c7c3b2792,,v,v,Jenkins Project,,
CVE-2022-25881,https://github.com/kornelski/http-cache-semantics/commit/560b2d8ef452bbba20ffed69dc155d63ac757b74,,v,v,Snyk,,
CVE-2022-25643,https://github.com/kennylevinsen/seatd/commit/10658dc5439db429af0088295a051c53925a4416,,v,v,MITRE,,
CVE-2022-25643,https://github.com/kennylevinsen/seatd/commit/7cffe0797fdb17a9c08922339465b1b187394335,,v,v,MITRE,,
CVE-2022-24128,https://github.com/timescale/timescaledb/commit/6275c2985927cfd4900b85cac5120227c8cb1f0c,,v,v,MITRE,,
CVE-2022-24128,https://github.com/timescale/timescaledb/commit/c8b8516e466c2bb7d2ae6a4b0b2e8e60b24b24a2,,v,v,MITRE,,
CVE-2022-23833,https://github.com/django/django/commit/c477b761804984c932704554ad35f78a2e230c6a,,v,v,MITRE,,
CVE-2022-23833,https://github.com/django/django/commit/d16133568ef9c9b42cb7a08bdf9ff3feec2e5468,,v,v,MITRE,,
CVE-2022-23833,https://github.com/django/django/commit/f9c7d48fdd6f198a6494a9202f90242f176e4fc9,,v,v,MITRE,,
CVE-2014-3801,,,,,,,
CVE-2014-3801,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-3949,,,,,,,
CVE-2014-4907,,,,,,,
CVE-2014-4907,,,,,,,
CVE-2014-4907,,,,,,,
CVE-2014-4907,,,,,,,
CVE-2014-4907,,,,,,,
CVE-2014-4907,,,,,,,
CVE-2014-5072,,,,,,,
CVE-2014-5072,,,,,,,
CVE-2014-5288,,,,,,,
CVE-2014-5288,,,,,,,
CVE-2014-5288,,,,,,,
CVE-2014-5288,,,,,,,
CVE-2014-5347,,,,,,,
CVE-2014-5347,,,,,,,
CVE-2014-5347,,,,,,,
CVE-2014-5347,,,,,,,
CVE-2014-5508,,,,,,,
CVE-2014-5508,,,,,,,
CVE-2014-6041,,,,,,,
CVE-2014-6041,,,,,,,
CVE-2014-6041,,,,,,,
CVE-2014-6041,,,,,,,
CVE-2014-6041,,,,,,,
CVE-2014-6041,,,,,,,
CVE-2021-45099,https://github.com/hassio-addons/addon-ssh/pull/350/commits/b2c8a725c174bb7a32d94621b0a93e5a36977860,"1539103, need more evidence.",v,x,MITRE,,
CVE-2022-23833,https://github.com/django/django/commit/f9c7d48fdd6f198a6494a9202f90242f176e4fc9,,v,v,GitHub Advisory,,
CVE-2022-23114,https://github.com/jenkinsci/publish-over-ssh-plugin/commit/70b7689bf6fc894f4dc6c0ff34dd72808840760e,,v,v,Jenkins Project,,
CVE-2022-23114,https://github.com/jenkinsci/publish-over-ssh-plugin/commit/2b4b9b2dfab5c001669f9a74c0e6078b0a27b928,,v,v,Jenkins Project,,
CVE-2022-21669,https://github.com/PuddingBot/pudding-bot/commit/a5b15fb0a5be5fdbacba8ff7b2c8759d5e3ba20f,,v,v,GitHub,,
CVE-2021-46022,https://github.com/gnu-mirror-unofficial/recutils/commit/34b75ed7ad492c8e38b669ebafe0176f1f9992d2,,v,v,MITRE,,
CVE-2021-42257,https://github.com/Napsty/check_smart/commit/3d96f00d1e319c57493eb51fdaf91a4b9e433656,pending for one month...,v,,MITRE,,
CVE-2021-42257,https://github.com/Napsty/check_smart/pull/68/commits/ae31b1a4c244323bdd20b04a7545830d96f36e9d,pending for one month...,v,,MITRE,,
CVE-2021-46019,https://github.com/gnu-mirror-unofficial/recutils/commit/34b75ed7ad492c8e38b669ebafe0176f1f9992d2,,v,v,MITRE,,
CVE-2021-43114,https://github.com/NICMx/FORT-validator/commit/425e0f4037b4543fe8044ac96ca71d6d02d7d8c5,,v,v,MITRE,,
CVE-2021-43114,https://github.com/NICMx/FORT-validator/commit/673c679b6bf3f4187cd5242c31a795bf8a6c22b3,,v,v,MITRE,,
CVE-2021-43114,https://github.com/NICMx/FORT-validator/commit/eb68ebbaab50f3365aa51bbaa17cb862bf4607fa,,v,v,MITRE,,
CVE-2021-43114,https://github.com/NICMx/FORT-validator/commit/274dc14aed1eb9b3350029d1063578a6b9c77b54,,v,v,MITRE,,
CVE-2014-8170,,,,,,,
CVE-2014-8170,,,,,,,
CVE-2014-8170,,,,,,,
CVE-2014-8170,,,,,,,
CVE-2014-8320,,,,,,,
CVE-2014-8320,,,,,,,
CVE-2014-8320,,,,,,,
CVE-2014-8320,,,,,,,
CVE-2014-8499,,,,,,,
CVE-2014-8499,,,,,,,
CVE-2014-8499,,,,,,,
CVE-2014-8499,,,,,,,
CVE-2014-8765,,,,,,,
CVE-2014-8765,,,,,,,
CVE-2014-8779,,,,,,,
CVE-2014-8779,,,,,,,
CVE-2014-9016,,,,,,,
CVE-2014-9016,,,,,,,
CVE-2014-9016,,,,,,,
CVE-2014-9016,,,,,,,
CVE-2021-42362,https://github.com/cabrerahector/wordpress-popular-posts/commit/d9b274cf6812eb446e4103cb18f69897ec6fe601,,v,v,Wordfence,,
CVE-2021-42192,https://github.com/pantsel/konga/commit/d61535277aced18b5be0313ab2d124f60f649978,,v,v,MITRE,,
CVE-2014-9699,,,,,,,
CVE-2014-9699,,,,,,,
CVE-2014-9766,,,,,,,
CVE-2014-9766,,,,,,,
CVE-2021-42073,https://github.com/debauchee/barrier/commit/b5adc93e2bd74cb094f91ff595c07f321a489f3e,,v,v,MITRE,,
CVE-2021-42073,https://github.com/debauchee/barrier/commit/229abab99f39f11624e5651f819e7f1f8eddedcc,,v,v,MITRE,,
CVE-2021-42072,https://github.com/debauchee/barrier/commit/b5adc93e2bd74cb094f91ff595c07f321a489f3e,,v,v,MITRE,,
CVE-2021-42072,https://github.com/debauchee/barrier/commit/229abab99f39f11624e5651f819e7f1f8eddedcc,,v,v,MITRE,,
CVE-2021-39359,https://github.com/GNOME/libgda/commit/bd7b9568bcd9f6d3e6680bb04323a670c842a62d,,v,v,MITRE,,
CVE-2021-33571,https://github.com/django/django/commit/f27c38ab5d90f68c9dd60cabef248a570c0be8fc,,v,v,MITRE,,
CVE-2021-33571,https://github.com/django/django/commit/203d4ab9ebcd72fc4d6eb7398e66ed9e474e118e,,v,v,MITRE,,
CVE-2021-33571,https://github.com/django/django/commit/9f75e2e562fa0c0482f3dde6fc7399a9070b4a3d,,v,v,MITRE,,
CVE-2015-0283,,,,,,,
CVE-2015-0283,,,,,,,
CVE-2015-0857,,,,,,,
CVE-2015-0857,,,,,,,
CVE-2015-0857,,,,,,,
CVE-2015-0857,,,,,,,
CVE-2015-1194,,,,,,,
CVE-2015-1194,,,,,,,
CVE-2015-1200,,,,,,,
CVE-2015-1200,,,,,,,
CVE-2015-1200,,,,,,,
CVE-2015-1200,,,,,,,
CVE-2015-1380,,,,,,,
CVE-2015-1380,,,,,,,
CVE-2021-31873,https://github.com/huolinjue/klibc/commit/a31ae8c508fc8d1bca4f57e9f9f88127572d5202,we add the patch on GitHub,v,v,MITRE,,
CVE-2015-1612,,,,,,,
CVE-2015-1612,,,,,,,
CVE-2021-31855,https://github.com/KDE/messagelib/commit/3b5b171e91ce78b966c98b1292a1bcbc8d984799,,v,v,MITRE,,
CVE-2021-31606,https://github.com/furlongm/openvpn-monitor/commit/ddb9d31ef0ec56f578bdacf99ebe9d68455ed8ca,,v,v,MITRE,,
CVE-2021-31542,https://github.com/django/django/commit/04ac1624bdc2fa737188401757cf95ced122d26d,,v,v,MITRE,,
CVE-2021-31542,https://github.com/django/django/commit/25d84d64122c15050a0ee739e859f22ddab5ac48,,v,v,MITRE,,
CVE-2021-31542,https://github.com/django/django/commit/c98f446c188596d4ba6de71d1b77b4a6c5c2a007,,v,v,MITRE,,
CVE-2021-29493,https://github.com/kennnyshiwa/kennnyshiwa-cogs/commit/5a84d60018468e5c0346f7ee74b2b4650a6dade7,the patch is recorded at: https://github.com/kennnyshiwa/kennnyshiwa-cogs/security/advisories/GHSA-f4j2-2cwr-h473,v,v,"GitHub, Inc.",,
CVE-2021-29439,https://github.com/getgrav/grav-plugin-admin/commit/a220359877fd1281f76ba732e5308e0e3002e4b1,,v,v,"GitHub, Inc.",,
CVE-2021-28676,https://github.com/python-pillow/Pillow/commit/bb6c11fb889e6c11b0ee122b828132ee763b5856,,v,v,MITRE,,
CVE-2021-28117,https://github.com/KDE/discover/commit/fcd3b30552bf03a384b1a16f9bb8db029c111356,another on GitHub,v,v,MITRE,,
CVE-2021-28117,https://github.com/KDE/discover/commit/d375031ff0262cedac7d6ee2b26d6a164ddebb67,another on GitHub,v,v,MITRE,,
CVE-2021-27431,https://github.com/ARM-software/CMSIS_5/commit/40e936e6751947ada02068284d3ee98873663510,,v,v,,,
CVE-2021-27417,https://github.com/GoogleCloudPlatform/iot-device-sdk-embedded-c/pull/119/commits/de759f477e60da5a53a147188167c821c479a1d6,1,v,v,ICS-CERT,,
CVE-2021-27417,https://github.com/ARMmbed/mbed-os/commit/52eedfd86ec5147443dc4c9b0f0d75498a85c148,backport,v,v,ICS-CERT,,
CVE-2021-2322,https://github.com/oracle/opengrok/pull/3528/commits/ff2b8efab6a844933bd963f4121997afd4009545,pending for two months...,v,,Oracle,,
CVE-2021-2322,https://github.com/oracle/opengrok/pull/3528/commits/e0f6c20ca12f4a1f5a80095a4cb7fa7b85d1602c,pending for two months...,v,,Oracle,,
CVE-2021-2322,https://github.com/oracle/opengrok/pull/3528/commits/601c283179d97542df011f92509fdc204a90b04b,pending for two months...,v,,Oracle,,
CVE-2021-27417,https://github.com/GoogleCloudPlatform/iot-device-sdk-embedded-c/commit/96018ab742975e1a4fc45857bb16140e52297041,same to 1,v,v,ICS-CERT,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2015-3201,,,,,,,
CVE-2021-27417,https://github.com/ARMmbed/mbed-os/pull/14408/commits/151ebfcfc9f2383ee11ce3c771c3bf92900d6b43,same to 1,v,v,ICS-CERT,,
CVE-2021-27417,https://github.com/GoogleCloudPlatform/iot-device-sdk-embedded-c/pull/119/commits/30f05a800913f9efe970eb964e3cea301d77eafc,same to 1,v,v,ICS-CERT,,
CVE-2021-27417,https://github.com/GoogleCloudPlatform/iot-device-sdk-embedded-c/pull/119/commits/46cccccb7bf94d935890a177f6160ede91780ef3,same to 1,v,v,ICS-CERT,,
CVE-2015-3628,,,,,,,
CVE-2015-3628,,,,,,,
CVE-2015-3648,,,,,,,
CVE-2015-3648,,,,,,,
CVE-2015-4631,,,,,,,
CVE-2015-4631,,,,,,,
CVE-2015-5186,,,,,,,
CVE-2015-5186,,,,,,,
CVE-2021-24366,https://github.com/codepress/admin-columns/commit/b45571ed21d574d13687213a5002e0c68e4442c7,,v,v,WPScan,,
CVE-2021-23727,https://github.com/celery/celery/commit/1f7ad7e6df1e02039b6ab9eec617d283598cad6b,,v,v,Snyk,,
CVE-2021-22143,https://github.com/elastic/apm-agent-dotnet/commit/c2b519aaa0fe5e5044b736cfec695342f124bf30,,v,v,,,
CVE-2021-21681,https://github.com/jenkinsci/nomad-plugin/commit/d45123487d57c0e2a8a6869866b05362f690f511,,v,v,Jenkins Project,,
CVE-2020-7694,https://github.com/encode/uvicorn/commit/895807f94ea9a8e588605c12076b7d7517cda503,,v,v,Snyk,,
CVE-2020-35857,https://github.com/bluejekyll/trust-dns/commit/8b9eab05795fdc098976262853b2498055c7a8f3,,v,v,MITRE,,
CVE-2015-5301,,,,,,,
CVE-2015-5301,,,,,,,
CVE-2015-5301,,,,,,,
CVE-2015-5301,,,,,,,
CVE-2020-25792,https://github.com/bodil/sized-chunks/commit/3ae48bd463c1af41c24b96b84079946f51f51e3c,,v,v,MITRE,,
CVE-2020-25792,https://github.com/bodil/sized-chunks/commit/99e593c3037438db478256a1f3101371a69cbd3f,,v,v,MITRE,,
CVE-2020-25698,https://github.com/moodle/moodle/commit/c8ac07fb50fa92eee1d574823fbda09e1b309a63,,v,v,GitHub Advisory,,
CVE-2020-25698,https://github.com/moodle/moodle/commit/c8ac07fb50fa92eee1d574823fbda09e1b309a63,"add patch commit: https://github.com/moodle/moodle/commit/c8ac07fb50fa92eee1d574823fbda09e1b309a63. 
 the commit msg has shown it's a fix for `MDL-67837`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2020-16209,https://github.com/FieldCommGroup/hipserver/commit/6ec7d911b550c1cdb7b60718de38647081ff4e25,,v,v,,,
CVE-2020-15957,https://github.com/DP-3T/dp3t-sdk-backend/commit/e967592bf131442b9d9916aefac2f4e42eaddd32,Original patch link is wrong on NVD (1539103),v,v,MITRE,,
CVE-2020-15957,https://github.com/DP-3T/dp3t-sdk-backend/commit/b8c6476303097b195f084587d0854997146c79f4,Original patch link is wrong on NVD (1539103),v,v,MITRE,,
CVE-2020-15885,https://github.com/munkireport/comment/commit/2fbe7ddbf44193b1990a9e6b6390204102a8d3e8,,v,v,,,
CVE-2015-5723,,,,,,,
CVE-2015-5723,,,,,,,
CVE-2015-7358,,,,,,,
CVE-2015-7358,,,,,,,
CVE-2015-7358,,,,,,,
CVE-2015-7358,,,,,,,
CVE-2015-7358,,,,,,,
CVE-2015-7358,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-7945,,,,,,,
CVE-2015-8300,,,,,,,
CVE-2015-8300,,,,,,,
CVE-2020-15883,https://github.com/munkireport/managedinstalls/commit/708f6a2abc4b80a3751bcc9cf896f80d84250c55,,v,v,,,
CVE-2020-15167,https://github.com/abcheek/Miller/commit/49576c88e0334198cf4a15202451b5b1d6f1d359,,v,v,,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,MITRE,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,,,
CVE-2015-9433,,,,,,,
CVE-2020-13700,https://github.com/airesvsg/acf-to-rest-api/commit/9e05b7647b5b96b1336f88f90aaaa52529f060e6,,v,v,,,
CVE-2020-13676,https://github.com/drupal/core/commit/8e8e3d2ddd72471ba886346ecabfb5d98fd27d9b,,v,v,Drupal.org,,
CVE-2016-1579,,,,,,,
CVE-2016-1579,,,,,,,
CVE-2016-1586,,,,,,,
CVE-2016-1586,,,,,,,
CVE-2020-13670,https://github.com/drupal/core/commit/f93a37b713b59f8d24e826bc74378099853eef3d,,v,v,Drupal.org,,
CVE-2020-13132,https://src.fedoraproject.org/rpms/yubico-piv-tool/c/66f72de25aa1c316721b38ee8dcab1d93e7a987a,,v,v,,,
CVE-2020-10738,https://github.com/moodle/moodle/commit/2cd534a7df3867813e3aad42db615865149a58c6,,v,v,GitHub Advisory,,
CVE-2020-10738,https://github.com/moodle/moodle/commit/2cd534a7df3867813e3aad42db615865149a58c6,"add patch commit: https://github.com/moodle/moodle/commit/2cd534a7df3867813e3aad42db615865149a58c6. 
 the commit msg has shown it's a fix for `MDL-68410`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2020-10712,https://github.com/openshift/cluster-image-registry-operator/pull/527/commits/9236422daff41e3550c10d8ab46164fd1a964ebc,,v,v,RedHat,,
CVE-2020-10712,https://github.com/openshift/cluster-image-registry-operator/pull/527/commits,,v,v,RedHat,,
CVE-2019-9199,https://github.com/podofo/podofo/commit/bafc1572f1dc1199b5d054ed1b99321b3cd918b3,,v,v,,,
CVE-2019-9199,https://github.com/jjanku/podofo/commit/ada821df68fb0bf673840ed525daf4ec709dbfd9,,v,v,,,
CVE-2019-9199,https://github.com/mksdev/podofo/commit/1400a9aaf611299b9a56aa2abeb158918b9743c8,,v,v,,,
CVE-2019-3852,https://github.com/moodle/moodle/commit/54c2b176040c4cd65d921bf10123b5146eb486f5,"add patch commit: https://github.com/moodle/moodle/commit/54c2b176040c4cd65d921bf10123b5146eb486f5. 
 the commit msg has shown it's a fix for `MDL-64410`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2019-3851,https://github.com/moodle/moodle/commit/c430bed525c4c7e6e5a1c0f7222bc323cf9b6245,"add patch commit: https://github.com/moodle/moodle/commit/c430bed525c4c7e6e5a1c0f7222bc323cf9b6245. 
 the commit msg has shown it's a fix for `MDL-64706`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2019-3850,https://github.com/moodle/moodle/commit/5d87464bc6283e72969cd251ce4f399aacebd608,"add patch commit: https://github.com/moodle/moodle/commit/5d87464bc6283e72969cd251ce4f399aacebd608. 
 the commit msg has shown it's a fix for `MDL-64651`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2019-3849,https://github.com/moodle/moodle/commit/898d5d05a0c3ae6795db0241bf3cb5951213d45c,"add patch commit: https://github.com/moodle/moodle/commit/898d5d05a0c3ae6795db0241bf3cb5951213d45c. 
 the commit msg has shown it's a fix for `MDL-62702`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2016-4383,,,,,,,
CVE-2016-4383,,,,,,,
CVE-2016-4484,,,,,,,
CVE-2016-4484,,,,,,,
CVE-2016-4911,,,,,,,
CVE-2016-4911,,,,,,,
CVE-2016-4911,,,,,,,
CVE-2016-4911,,,,,,,
CVE-2019-3847,https://github.com/moodle/moodle/commit/93dda3bfd3caaaa8d23fe8ede543f27ef774958d,"add patch commit: https://github.com/moodle/moodle/commit/93dda3bfd3caaaa8d23fe8ede543f27ef774958d. 
 the commit msg has shown it's a fix for `MDL-63786`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2016-5003,,,,,,,
CVE-2019-3772,https://github.com/spring-projects/spring-integration/commit/59c69ed40d3755ef59f80872e0ea711adbb13620,,v,v,GitHub Advisory,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-6131,,,,,,,
CVE-2016-7063,,,,,,,
CVE-2016-7063,,,,,,,
CVE-2016-7063,,,,,,,
CVE-2016-7063,,,,,,,
CVE-2016-7063,,,,,,,
CVE-2016-7063,,,,,,,
CVE-2016-9085,,,,,,,
CVE-2016-9085,,,,,,,
CVE-2017-10600,,,,,,,
CVE-2017-10600,,,,,,,
CVE-2019-16892,https://github.com/rubyzip/rubyzip/commit/d65fe7bd283ec94f9d6dc7605f61a6b0dd00f55e,,v,v,MITRE,,
CVE-2017-10862,,,,,,,
CVE-2017-10862,,,,,,,
CVE-2017-10862,,,,,,,
CVE-2017-10862,,,,,,,
CVE-2017-11658,,,,,,,
CVE-2017-11658,,,,,,,
CVE-2017-11658,,,,,,,
CVE-2017-11658,,,,,,,
CVE-2017-11670,,,,,,,
CVE-2017-11670,,,,,,,
CVE-2019-16140,https://github.com/sagebind/isahc/commit/9e9f1fb44114078c000c78c72e691eeb9e7ac260,,v,v,MITRE,,
CVE-2017-17427,,,,,,,
CVE-2017-17427,,,,,,,
CVE-2017-17428,,,,,,,
CVE-2017-17428,,,,,,,
CVE-2019-11069,https://github.com/sequelize/sequelize/commit/850c7fd04669e0fef9238b6dc4f8d6ee93ed71e9,,v,v,MITRE,,
CVE-2017-17796,,,,,,GitHub Advisory,
CVE-2017-17796,,,,,,GitHub Advisory,
CVE-2017-5234,,,,,,,
CVE-2017-5234,,,,,,,
CVE-2017-5234,,,,,,,
CVE-2017-5234,,,,,,GitHub Advisory,
CVE-2019-10154,https://github.com/moodle/moodle/commit/2904a7f851da8e66be12f41d55068bf07817fbd6,"add patch commit: https://github.com/moodle/moodle/commit/2904a7f851da8e66be12f41d55068bf07817fbd6. 
 the commit msg has shown it's a fix for `MDL-65365`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2019-10133,https://github.com/moodle/moodle/commit/c509d108216524887c7ca08b1c451054d669ea75,,v,v,"Red Hat, Inc.",,
