cve,rank,label
CVE-2009-5147,69,0.0
CVE-2009-5147,70,0.0
CVE-2009-5147,71,0.0
CVE-2009-5147,72,0.0
CVE-2009-5147,73,0.0
CVE-2009-5147,74,0.0
CVE-2009-5147,75,0.0
CVE-2009-5147,76,0.0
CVE-2009-5147,77,0.0
CVE-2009-5147,78,0.0
CVE-2009-5147,79,0.0
CVE-2009-5147,80,0.0
CVE-2009-5147,81,0.0
CVE-2009-5147,82,0.0
CVE-2009-5147,83,0.0
CVE-2009-5147,84,0.0
CVE-2009-5147,85,0.0
CVE-2009-5147,86,0.0
CVE-2009-5147,87,0.0
CVE-2009-5147,88,0.0
CVE-2009-5147,89,0.0
CVE-2009-5147,90,0.0
CVE-2009-5147,91,0.0
CVE-2009-5147,92,0.0
CVE-2009-5147,93,0.0
CVE-2009-5147,94,0.0
CVE-2009-5147,95,0.0
CVE-2009-5147,96,0.0
CVE-2009-5147,97,0.0
CVE-2009-5147,98,0.0
CVE-2009-5147,99,0.0
CVE-2009-5147,100,0.0
CVE-2010-3696,1,1.0
CVE-2010-3696,2,0.0
CVE-2010-3696,3,0.0
CVE-2010-3696,4,0.0
CVE-2010-3696,5,0.0
CVE-2010-3696,6,0.0
CVE-2010-3696,7,0.0
CVE-2010-3696,8,0.0
CVE-2010-3696,9,0.0
CVE-2010-3696,10,0.0
CVE-2010-3696,11,0.0
CVE-2010-3696,12,0.0
CVE-2010-3696,13,0.0
CVE-2010-3696,14,0.0
CVE-2010-3696,15,0.0
CVE-2010-3696,16,0.0
CVE-2010-3696,17,0.0
CVE-2010-3696,18,0.0
CVE-2010-3696,19,0.0
CVE-2010-3696,20,0.0
CVE-2010-3696,21,0.0
CVE-2010-3696,22,0.0
CVE-2010-3696,23,0.0
CVE-2010-3696,24,0.0
CVE-2010-3696,25,0.0
CVE-2010-3696,26,0.0
CVE-2010-3696,27,0.0
CVE-2010-3696,28,0.0
CVE-2010-3696,29,0.0
CVE-2010-3696,30,0.0
CVE-2010-3696,31,0.0
CVE-2010-3696,32,0.0
CVE-2010-3696,33,0.0
CVE-2010-3696,34,0.0
CVE-2010-3696,35,0.0
CVE-2010-3696,36,0.0
CVE-2010-3696,37,0.0
CVE-2010-3696,38,0.0
CVE-2010-3696,39,0.0
CVE-2010-3696,40,0.0
CVE-2010-3696,41,0.0
CVE-2010-3696,42,0.0
CVE-2010-3696,43,0.0
CVE-2010-3696,44,0.0
CVE-2010-3696,45,0.0
CVE-2010-3696,46,0.0
CVE-2010-3696,47,0.0
CVE-2010-3696,48,0.0
CVE-2010-3696,49,0.0
CVE-2010-3696,50,0.0
CVE-2010-3696,51,0.0
CVE-2010-3696,52,0.0
CVE-2010-3696,53,0.0
CVE-2010-3696,54,0.0
CVE-2010-3696,55,0.0
CVE-2010-3696,56,0.0
CVE-2010-3696,57,0.0
CVE-2010-3696,58,0.0
CVE-2010-3696,59,0.0
CVE-2010-3696,60,0.0
CVE-2010-3696,61,0.0
CVE-2010-3696,62,0.0
CVE-2010-3696,63,0.0
CVE-2010-3696,64,0.0
CVE-2010-3696,65,0.0
CVE-2010-3696,66,0.0
CVE-2010-3696,67,0.0
CVE-2010-3696,68,0.0
CVE-2010-3696,69,0.0
CVE-2010-3696,70,0.0
CVE-2010-3696,71,0.0
CVE-2010-3696,72,0.0
CVE-2010-3696,73,0.0
CVE-2010-3696,74,0.0
CVE-2010-3696,75,0.0
CVE-2010-3696,76,0.0
CVE-2010-3696,77,0.0
CVE-2010-3696,78,0.0
CVE-2010-3696,79,0.0
CVE-2010-3696,80,0.0
CVE-2010-3696,81,0.0
CVE-2010-3696,82,0.0
CVE-2010-3696,83,0.0
CVE-2010-3696,84,0.0
CVE-2010-3696,85,0.0
CVE-2010-3696,86,0.0
CVE-2010-3696,87,0.0
CVE-2010-3696,88,0.0
CVE-2010-3696,89,0.0
CVE-2010-3696,90,0.0
CVE-2010-3696,91,0.0
CVE-2010-3696,92,0.0
CVE-2010-3696,93,0.0
CVE-2010-3696,94,0.0
CVE-2010-3696,95,0.0
CVE-2010-3696,96,0.0
CVE-2010-3696,97,0.0
CVE-2010-3696,98,0.0
CVE-2010-3696,99,0.0
CVE-2010-3696,100,0.0
CVE-2010-4250,1,1.0
CVE-2010-4250,2,0.0
CVE-2010-4250,3,0.0
CVE-2010-4250,4,0.0
CVE-2010-4250,5,0.0
CVE-2010-4250,6,0.0
CVE-2010-4250,7,0.0
CVE-2010-4250,8,0.0
CVE-2010-4250,9,0.0
CVE-2010-4250,10,0.0
CVE-2010-4250,11,0.0
CVE-2010-4250,12,0.0
CVE-2010-4250,13,0.0
CVE-2010-4250,14,0.0
CVE-2010-4250,15,0.0
CVE-2010-4250,16,0.0
CVE-2010-4250,17,0.0
CVE-2010-4250,18,0.0
CVE-2010-4250,19,0.0
CVE-2010-4250,20,0.0
CVE-2010-4250,21,0.0
CVE-2010-4250,22,0.0
CVE-2010-4250,23,0.0
CVE-2010-4250,24,0.0
CVE-2010-4250,25,0.0
CVE-2010-4250,26,0.0
CVE-2010-4250,27,0.0
CVE-2010-4250,28,0.0
CVE-2010-4250,29,0.0
CVE-2010-4250,30,0.0
CVE-2010-4250,31,0.0
CVE-2010-4250,32,0.0
CVE-2010-4250,33,0.0
CVE-2010-4250,34,0.0
CVE-2010-4250,35,0.0
CVE-2010-4250,36,0.0
CVE-2010-4250,37,0.0
CVE-2010-4250,38,0.0
CVE-2010-4250,39,0.0
CVE-2010-4250,40,0.0
CVE-2010-4250,41,0.0
CVE-2010-4250,42,0.0
CVE-2010-4250,43,0.0
CVE-2010-4250,44,0.0
CVE-2010-4250,45,0.0
CVE-2010-4250,46,0.0
CVE-2010-4250,47,0.0
CVE-2010-4250,48,0.0
CVE-2010-4250,49,0.0
CVE-2010-4250,50,0.0
CVE-2010-4250,51,0.0
CVE-2010-4250,52,0.0
CVE-2010-4250,53,0.0
CVE-2010-4250,54,0.0
CVE-2010-4250,55,0.0
CVE-2010-4250,56,0.0
CVE-2010-4250,57,0.0
CVE-2010-4250,58,0.0
CVE-2010-4250,59,0.0
CVE-2010-4250,60,0.0
CVE-2010-4250,61,0.0
CVE-2010-4250,62,0.0
CVE-2010-4250,63,0.0
CVE-2010-4250,64,0.0
CVE-2010-4250,65,0.0
CVE-2010-4250,66,0.0
CVE-2010-4250,67,0.0
CVE-2010-4250,68,0.0
CVE-2010-4250,69,0.0
CVE-2010-4250,70,0.0
CVE-2010-4250,71,0.0
CVE-2010-4250,72,0.0
CVE-2010-4250,73,0.0
CVE-2010-4250,74,0.0
CVE-2010-4250,75,0.0
CVE-2010-4250,76,0.0
CVE-2010-4250,77,0.0
CVE-2010-4250,78,0.0
CVE-2010-4250,79,0.0
CVE-2010-4250,80,0.0
CVE-2010-4250,81,0.0
CVE-2010-4250,82,0.0
CVE-2010-4250,83,0.0
CVE-2010-4250,84,0.0
CVE-2010-4250,85,0.0
CVE-2010-4250,86,0.0
CVE-2010-4250,87,0.0
CVE-2010-4250,88,0.0
CVE-2010-4250,89,0.0
CVE-2010-4250,90,0.0
CVE-2010-4250,91,0.0
CVE-2010-4250,92,0.0
CVE-2010-4250,93,0.0
CVE-2010-4250,94,0.0
CVE-2010-4250,95,0.0
CVE-2010-4250,96,0.0
CVE-2010-4250,97,0.0
CVE-2010-4250,98,0.0
CVE-2010-4250,99,0.0
CVE-2010-4250,100,0.0
CVE-2010-4329,1,1.0
CVE-2010-4329,2,0.0
CVE-2010-4329,3,0.0
CVE-2010-4329,4,0.0
CVE-2010-4329,5,0.0
CVE-2010-4329,6,0.0
CVE-2010-4329,7,0.0
CVE-2010-4329,8,0.0
CVE-2010-4329,9,0.0
CVE-2010-4329,10,0.0
CVE-2010-4329,11,0.0
CVE-2010-4329,12,0.0
CVE-2010-4329,13,0.0
CVE-2010-4329,14,0.0
CVE-2010-4329,15,0.0
CVE-2010-4329,16,0.0
CVE-2010-4329,17,0.0
CVE-2010-4329,18,0.0
CVE-2010-4329,19,0.0
CVE-2010-4329,20,0.0
CVE-2010-4329,21,0.0
CVE-2010-4329,22,0.0
CVE-2010-4329,23,0.0
CVE-2010-4329,24,0.0
CVE-2010-4329,25,0.0
CVE-2010-4329,26,0.0
CVE-2010-4329,27,0.0
CVE-2010-4329,28,0.0
CVE-2010-4329,29,0.0
CVE-2010-4329,30,0.0
CVE-2010-4329,31,0.0
CVE-2010-4329,32,0.0
CVE-2010-4329,33,0.0
CVE-2010-4329,34,0.0
CVE-2010-4329,35,0.0
CVE-2010-4329,36,0.0
CVE-2010-4329,37,0.0
CVE-2010-4329,38,0.0
CVE-2010-4329,39,0.0
CVE-2010-4329,40,0.0
CVE-2010-4329,41,0.0
CVE-2010-4329,42,0.0
CVE-2010-4329,43,0.0
CVE-2010-4329,44,0.0
CVE-2010-4329,45,0.0
CVE-2010-4329,46,0.0
CVE-2010-4329,47,0.0
CVE-2010-4329,48,0.0
CVE-2010-4329,49,0.0
CVE-2010-4329,50,0.0
CVE-2010-4329,51,0.0
CVE-2010-4329,52,0.0
CVE-2010-4329,53,0.0
CVE-2010-4329,54,0.0
CVE-2010-4329,55,0.0
CVE-2010-4329,56,0.0
CVE-2010-4329,57,0.0
CVE-2010-4329,58,0.0
CVE-2010-4329,59,0.0
CVE-2010-4329,60,0.0
CVE-2010-4329,61,0.0
CVE-2010-4329,62,0.0
CVE-2010-4329,63,0.0
CVE-2010-4329,64,0.0
CVE-2010-4329,65,0.0
CVE-2010-4329,66,0.0
CVE-2010-4329,67,0.0
CVE-2010-4329,68,0.0
CVE-2010-4329,69,0.0
CVE-2010-4329,70,0.0
CVE-2010-4329,71,0.0
CVE-2010-4329,72,0.0
CVE-2010-4329,73,0.0
CVE-2010-4329,74,0.0
CVE-2010-4329,75,0.0
CVE-2010-4329,76,0.0
CVE-2010-4329,77,0.0
CVE-2010-4329,78,0.0
CVE-2010-4329,79,0.0
CVE-2010-4329,80,0.0
CVE-2010-4329,81,0.0
CVE-2010-4329,82,0.0
CVE-2010-4329,83,0.0
CVE-2010-4329,84,0.0
CVE-2010-4329,85,0.0
CVE-2010-4329,86,0.0
CVE-2010-4329,87,0.0
CVE-2010-4329,88,0.0
CVE-2010-4329,89,0.0
CVE-2010-4329,90,0.0
CVE-2010-4329,91,0.0
CVE-2010-4329,92,0.0
CVE-2010-4329,93,0.0
CVE-2010-4329,94,0.0
CVE-2010-4329,95,0.0
CVE-2010-4329,96,0.0
CVE-2010-4329,97,0.0
CVE-2010-4329,98,0.0
CVE-2010-4329,99,0.0
CVE-2010-4329,100,0.0
CVE-2011-0987,1,1.0
CVE-2011-0987,2,0.0
CVE-2011-0987,3,0.0
CVE-2011-0987,4,0.0
CVE-2011-0987,5,0.0
CVE-2011-0987,6,0.0
CVE-2011-0987,7,0.0
CVE-2011-0987,8,0.0
CVE-2011-0987,9,0.0
CVE-2011-0987,10,0.0
CVE-2011-0987,11,0.0
CVE-2011-0987,12,0.0
CVE-2011-0987,13,0.0
CVE-2011-0987,14,0.0
CVE-2011-0987,15,0.0
CVE-2011-0987,16,0.0
CVE-2011-0987,17,0.0
CVE-2011-0987,18,0.0
CVE-2011-0987,19,0.0
CVE-2011-0987,20,0.0
CVE-2011-0987,21,0.0
CVE-2011-0987,22,0.0
CVE-2011-0987,23,0.0
CVE-2011-0987,24,0.0
CVE-2011-0987,25,0.0
CVE-2011-0987,26,0.0
CVE-2011-0987,27,0.0
CVE-2011-0987,28,0.0
CVE-2011-0987,29,0.0
CVE-2011-0987,30,0.0
CVE-2011-0987,31,0.0
CVE-2011-0987,32,0.0
CVE-2011-0987,33,0.0
CVE-2011-0987,34,0.0
CVE-2011-0987,35,0.0
CVE-2011-0987,36,0.0
CVE-2011-0987,37,0.0
CVE-2011-0987,38,0.0
CVE-2011-0987,39,0.0
CVE-2011-0987,40,0.0
CVE-2011-0987,41,0.0
CVE-2011-0987,42,0.0
CVE-2011-0987,43,0.0
CVE-2011-0987,44,0.0
CVE-2011-0987,45,0.0
CVE-2011-0987,46,0.0
CVE-2011-0987,47,0.0
CVE-2011-0987,48,0.0
CVE-2011-0987,49,0.0
CVE-2011-0987,50,0.0
CVE-2011-0987,51,0.0
CVE-2011-0987,52,0.0
CVE-2011-0987,53,0.0
CVE-2011-0987,54,0.0
CVE-2011-0987,55,0.0
CVE-2011-0987,56,0.0
CVE-2011-0987,57,0.0
CVE-2011-0987,58,0.0
CVE-2011-0987,59,0.0
CVE-2011-0987,60,0.0
CVE-2011-0987,61,0.0
CVE-2011-0987,62,0.0
CVE-2011-0987,63,0.0
CVE-2011-0987,64,0.0
CVE-2011-0987,65,0.0
CVE-2011-0987,66,0.0
CVE-2011-0987,67,0.0
CVE-2011-0987,68,0.0
CVE-2011-0987,69,0.0
CVE-2011-0987,70,0.0
CVE-2011-0987,71,0.0
CVE-2011-0987,72,0.0
CVE-2011-0987,73,0.0
CVE-2011-0987,74,0.0
CVE-2011-0987,75,0.0
CVE-2011-0987,76,0.0
CVE-2011-0987,77,0.0
CVE-2011-0987,78,0.0
CVE-2011-0987,79,0.0
CVE-2011-0987,80,0.0
CVE-2011-0987,81,0.0
CVE-2011-0987,82,0.0
CVE-2011-0987,83,0.0
CVE-2011-0987,84,0.0
CVE-2011-0987,85,0.0
CVE-2011-0987,86,0.0
CVE-2011-0987,87,0.0
CVE-2011-0987,88,0.0
CVE-2011-0987,89,0.0
CVE-2011-0987,90,0.0
CVE-2011-0987,91,0.0
CVE-2011-0987,92,0.0
CVE-2011-0987,93,0.0
CVE-2011-0987,94,0.0
CVE-2011-0987,95,0.0
CVE-2011-0987,96,0.0
CVE-2011-0987,97,0.0
CVE-2011-0987,98,0.0
CVE-2011-0987,99,0.0
CVE-2011-0987,100,0.0
CVE-2011-1927,1,1.0
CVE-2011-1927,2,0.0
CVE-2011-1927,3,0.0
CVE-2011-1927,4,0.0
CVE-2011-1927,5,0.0
CVE-2011-1927,6,0.0
CVE-2011-1927,7,0.0
CVE-2011-1927,8,0.0
CVE-2011-1927,9,0.0
CVE-2011-1927,10,0.0
CVE-2011-1927,11,0.0
CVE-2011-1927,12,0.0
CVE-2011-1927,13,0.0
CVE-2011-1927,14,0.0
CVE-2011-1927,15,0.0
CVE-2011-1927,16,0.0
CVE-2011-1927,17,0.0
CVE-2011-1927,18,0.0
CVE-2011-1927,19,0.0
CVE-2011-1927,20,0.0
CVE-2011-1927,21,0.0
CVE-2011-1927,22,0.0
CVE-2011-1927,23,0.0
CVE-2011-1927,24,0.0
CVE-2011-1927,25,0.0
CVE-2011-1927,26,0.0
CVE-2011-1927,27,0.0
CVE-2011-1927,28,0.0
CVE-2011-1927,29,0.0
CVE-2011-1927,30,0.0
CVE-2011-1927,31,0.0
CVE-2011-1927,32,0.0
CVE-2011-1927,33,0.0
CVE-2011-1927,34,0.0
CVE-2011-1927,35,0.0
CVE-2011-1927,36,0.0
CVE-2011-1927,37,0.0
CVE-2011-1927,38,0.0
CVE-2011-1927,39,0.0
CVE-2011-1927,40,0.0
CVE-2011-1927,41,0.0
CVE-2011-1927,42,0.0
CVE-2011-1927,43,0.0
CVE-2011-1927,44,0.0
CVE-2011-1927,45,0.0
CVE-2011-1927,46,0.0
CVE-2011-1927,47,0.0
CVE-2011-1927,48,0.0
CVE-2011-1927,49,0.0
CVE-2011-1927,50,0.0
CVE-2011-1927,51,0.0
CVE-2011-1927,52,0.0
CVE-2011-1927,53,0.0
CVE-2011-1927,54,0.0
CVE-2011-1927,55,0.0
CVE-2011-1927,56,0.0
CVE-2011-1927,57,0.0
CVE-2011-1927,58,0.0
CVE-2011-1927,59,0.0
CVE-2011-1927,60,0.0
CVE-2011-1927,61,0.0
CVE-2011-1927,62,0.0
CVE-2011-1927,63,0.0
CVE-2011-1927,64,0.0
CVE-2011-1927,65,0.0
CVE-2011-1927,66,0.0
CVE-2011-1927,67,0.0
CVE-2011-1927,68,0.0
CVE-2011-1927,69,0.0
CVE-2011-1927,70,0.0
CVE-2011-1927,71,0.0
CVE-2011-1927,72,0.0
CVE-2011-1927,73,0.0
CVE-2011-1927,74,0.0
CVE-2011-1927,75,0.0
CVE-2011-1927,76,0.0
CVE-2011-1927,77,0.0
CVE-2011-1927,78,0.0
CVE-2011-1927,79,0.0
CVE-2011-1927,80,0.0
CVE-2011-1927,81,0.0
CVE-2011-1927,82,0.0
CVE-2011-1927,83,0.0
CVE-2011-1927,84,0.0
CVE-2011-1927,85,0.0
CVE-2011-1927,86,0.0
CVE-2011-1927,87,0.0
CVE-2011-1927,88,0.0
CVE-2011-1927,89,0.0
CVE-2011-1927,90,0.0
CVE-2011-1927,91,0.0
CVE-2011-1927,92,0.0
CVE-2011-1927,93,0.0
CVE-2011-1927,94,0.0
CVE-2011-1927,95,0.0
CVE-2011-1927,96,0.0
CVE-2011-1927,97,0.0
CVE-2011-1927,98,0.0
CVE-2011-1927,99,0.0
CVE-2011-1927,100,0.0
CVE-2011-2161,1,1.0
CVE-2011-2161,2,0.0
CVE-2011-2161,3,0.0
CVE-2011-2161,4,0.0
CVE-2011-2161,5,0.0
CVE-2011-2161,6,0.0
CVE-2011-2161,7,0.0
CVE-2011-2161,8,0.0
CVE-2011-2161,9,0.0
CVE-2011-2161,10,0.0
CVE-2011-2161,11,0.0
CVE-2011-2161,12,0.0
CVE-2011-2161,13,0.0
CVE-2011-2161,14,0.0
CVE-2011-2161,15,0.0
CVE-2011-2161,16,0.0
CVE-2011-2161,17,0.0
CVE-2011-2161,18,0.0
CVE-2011-2161,19,0.0
CVE-2011-2161,20,0.0
CVE-2011-2161,21,0.0
CVE-2011-2161,22,0.0
CVE-2011-2161,23,0.0
CVE-2011-2161,24,0.0
CVE-2011-2161,25,0.0
CVE-2011-2161,26,0.0
CVE-2011-2161,27,0.0
CVE-2011-2161,28,0.0
CVE-2011-2161,29,0.0
CVE-2011-2161,30,0.0
CVE-2011-2161,31,0.0
CVE-2011-2161,32,0.0
CVE-2011-2161,33,0.0
CVE-2011-2161,34,0.0
CVE-2011-2161,35,0.0
CVE-2011-2161,36,0.0
CVE-2011-2161,37,0.0
CVE-2011-2161,38,0.0
CVE-2011-2161,39,0.0
CVE-2011-2161,40,0.0
CVE-2011-2161,41,0.0
CVE-2011-2161,42,0.0
CVE-2011-2161,43,0.0
CVE-2011-2161,44,0.0
CVE-2011-2161,45,0.0
CVE-2011-2161,46,0.0
CVE-2011-2161,47,0.0
CVE-2011-2161,48,0.0
CVE-2011-2161,49,0.0
CVE-2011-2161,50,0.0
CVE-2011-2161,51,0.0
CVE-2011-2161,52,0.0
CVE-2011-2161,53,0.0
CVE-2011-2161,54,0.0
CVE-2011-2161,55,0.0
CVE-2011-2161,56,0.0
CVE-2011-2161,57,0.0
CVE-2011-2161,58,0.0
CVE-2011-2161,59,0.0
CVE-2011-2161,60,0.0
CVE-2011-2161,61,0.0
CVE-2011-2161,62,0.0
CVE-2011-2161,63,0.0
CVE-2011-2161,64,0.0
CVE-2011-2161,65,0.0
CVE-2011-2161,66,0.0
CVE-2011-2161,67,0.0
CVE-2011-2161,68,0.0
CVE-2011-2161,69,0.0
CVE-2011-2161,70,0.0
CVE-2011-2161,71,0.0
CVE-2011-2161,72,0.0
CVE-2011-2161,73,0.0
CVE-2011-2161,74,0.0
CVE-2011-2161,75,0.0
CVE-2011-2161,76,0.0
CVE-2011-2161,77,0.0
CVE-2011-2161,78,0.0
CVE-2011-2161,79,0.0
CVE-2011-2161,80,0.0
CVE-2011-2161,81,0.0
CVE-2011-2161,82,0.0
CVE-2011-2161,83,0.0
CVE-2011-2161,84,0.0
CVE-2011-2161,85,0.0
CVE-2011-2161,86,0.0
CVE-2011-2161,87,0.0
CVE-2011-2161,88,0.0
CVE-2011-2161,89,0.0
CVE-2011-2161,90,0.0
CVE-2011-2161,91,0.0
CVE-2011-2161,92,0.0
CVE-2011-2161,93,0.0
CVE-2011-2161,94,0.0
CVE-2011-2161,95,0.0
CVE-2011-2161,96,0.0
CVE-2011-2161,97,0.0
CVE-2011-2161,98,0.0
CVE-2011-2161,99,0.0
CVE-2011-2161,100,0.0
CVE-2011-2210,1,1.0
CVE-2011-2210,2,0.0
CVE-2011-2210,3,0.0
CVE-2011-2210,4,0.0
CVE-2011-2210,5,0.0
CVE-2011-2210,6,0.0
CVE-2011-2210,7,0.0
CVE-2011-2210,8,0.0
CVE-2011-2210,9,0.0
CVE-2011-2210,10,0.0
CVE-2011-2210,11,0.0
CVE-2011-2210,12,0.0
CVE-2011-2210,13,0.0
CVE-2011-2210,14,0.0
CVE-2011-2210,15,0.0
CVE-2011-2210,16,0.0
CVE-2011-2210,17,0.0
CVE-2011-2210,18,0.0
CVE-2011-2210,19,0.0
CVE-2011-2210,20,0.0
CVE-2011-2210,21,0.0
CVE-2011-2210,22,0.0
CVE-2011-2210,23,0.0
CVE-2011-2210,24,0.0
CVE-2011-2210,25,0.0
CVE-2011-2210,26,0.0
CVE-2011-2210,27,0.0
CVE-2011-2210,28,0.0
CVE-2011-2210,29,0.0
CVE-2011-2210,30,0.0
CVE-2011-2210,31,0.0
CVE-2011-2210,32,0.0
CVE-2011-2210,33,0.0
CVE-2011-2210,34,0.0
CVE-2011-2210,35,0.0
CVE-2011-2210,36,0.0
CVE-2011-2210,37,0.0
CVE-2011-2210,38,0.0
CVE-2011-2210,39,0.0
CVE-2011-2210,40,0.0
CVE-2011-2210,41,0.0
CVE-2011-2210,42,0.0
CVE-2011-2210,43,0.0
CVE-2011-2210,44,0.0
CVE-2011-2210,45,0.0
CVE-2011-2210,46,0.0
CVE-2011-2210,47,0.0
CVE-2011-2210,48,0.0
CVE-2011-2210,49,0.0
CVE-2011-2210,50,0.0
CVE-2011-2210,51,0.0
CVE-2011-2210,52,0.0
CVE-2011-2210,53,0.0
CVE-2011-2210,54,0.0
CVE-2011-2210,55,0.0
CVE-2011-2210,56,0.0
CVE-2011-2210,57,0.0
CVE-2011-2210,58,0.0
CVE-2011-2210,59,0.0
CVE-2011-2210,60,0.0
CVE-2011-2210,61,0.0
CVE-2011-2210,62,0.0
CVE-2011-2210,63,0.0
CVE-2011-2210,64,0.0
CVE-2011-2210,65,0.0
CVE-2011-2210,66,0.0
CVE-2011-2210,67,0.0
CVE-2011-2210,68,0.0
CVE-2011-2210,69,0.0
CVE-2011-2210,70,0.0
CVE-2011-2210,71,0.0
CVE-2011-2210,72,0.0
CVE-2011-2210,73,0.0
CVE-2011-2210,74,0.0
